event_name,location,transaction_id,transaction_date,category,description,paid_by,total_amount_inr,split_type,number_of_people_in_split,split_between,split_details,source_file,Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,expense_id,amount,merchant,Transaction Description,Type,Payment_Mode,Month,ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/12/2026,,Entertainment,,,9087.0,,,,,,,,Cash,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/13/2026,,Transport,,,3888.0,,,,,,,,Card,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/13/2026,,Health,,,10376.0,,,,,,,,Cash,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/16/2026,,Entertainment,,,1277.0,,,,,,,,Cash,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/16/2026,,Food,,,675.0,,,,,,,,Cash,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/16/2026,,Shopping,,,14010.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/18/2026,,Rent,,,9027.0,,,,,,,,Card,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/18/2026,,Health,,,8079.0,,,,,,,,Card,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/20/2026,,Food,,,14849.0,,,,,,,,Cash,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/21/2026,,Entertainment,,,12103.0,,,,,,,,Online,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/21/2026,,Entertainment,,,9852.0,,,,,,,,Cash,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/21/2026,,Utilities,,,11858.0,,,,,,,,Card,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/21/2026,,Food,,,13473.0,,,,,,,,Cash,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/21/2026,,Food,,,5443.0,,,,,,,,Online,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/22/2026,,Health,,,4860.0,,,,,,,,Online,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/25/2026,,Food,,,10923.0,,,,,,,,Cash,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/25/2026,,Utilities,,,10206.0,,,,,,,,Card,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/26/2026,,Health,,,5995.0,,,,,,,,Cash,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/27/2026,,Food,,,734.0,,,,,,,,Online,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/28/2026,,Food,,,1691.0,,,,,,,,Card,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/28/2026,,Shopping,,,3527.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/29/2026,,Shopping,,,11663.0,,,,,,,,Cash,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/30/2026,,Utilities,,,11228.0,,,,,,,,Online,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,5/30/2026,,Utilities,,,4499.0,,,,,,,,Online,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/1/2026,,Transport,,,10160.0,,,,,,,,Online,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/1/2026,,Food,,,2378.0,,,,,,,,Online,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/1/2026,,Utilities,,,8701.0,,,,,,,,Card,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/2/2026,,Shopping,,,5755.0,,,,,,,,Card,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/2/2026,,Utilities,,,7215.0,,,,,,,,Online,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/3/2026,,Health,,,1329.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/3/2026,,Rent,,,12146.0,,,,,,,,Card,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/4/2026,,Entertainment,,,12021.0,,,,,,,,Cash,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/4/2026,,Shopping,,,13131.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/9/2026,,Health,,,14213.0,,,,,,,,Cash,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/10/2026,,Utilities,,,1535.0,,,,,,,,Online,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/10/2026,,Rent,,,12422.0,,,,,,,,Cash,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/13/2026,,Transport,,,12968.0,,,,,,,,Online,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/14/2026,,Health,,,6182.0,,,,,,,,Online,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/14/2026,,Health,,,8542.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/14/2026,,Shopping,,,13698.0,,,,,,,,Online,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/15/2026,,Health,,,5891.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/15/2026,,Health,,,9327.0,,,,,,,,Cash,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/16/2026,,Health,,,11973.0,,,,,,,,Card,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/16/2026,,Health,,,3273.0,,,,,,,,Card,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/18/2026,,Health,,,1987.0,,,,,,,,Card,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/21/2026,,Food,,,554.0,,,,,,,,Cash,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/21/2026,,Food,,,10632.0,,,,,,,,Cash,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/24/2026,,Shopping,,,6189.0,,,,,,,,Cash,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/25/2026,,Utilities,,,7825.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/26/2026,,Shopping,,,14946.0,,,,,,,,Card,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/26/2026,,Entertainment,,,13480.0,,,,,,,,Cash,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/27/2026,,Health,,,4311.0,,,,,,,,Cash,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,6/30/2026,,Entertainment,,,11085.0,,,,,,,,Online,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/1/2026,,Food,,,7152.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/2/2026,,Shopping,,,8608.0,,,,,,,,Online,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/3/2026,,Transport,,,9296.0,,,,,,,,Online,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/4/2026,,Rent,,,13729.0,,,,,,,,Card,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/8/2026,,Transport,,,14726.0,,,,,,,,Online,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/8/2026,,Shopping,,,14551.0,,,,,,,,Online,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/9/2026,,Transport,,,9231.0,,,,,,,,Card,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/9/2026,,Shopping,,,12698.0,,,,,,,,Online,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/10/2026,,Rent,,,1488.0,,,,,,,,Cash,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/10/2026,,Shopping,,,6283.0,,,,,,,,Card,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/11/2026,,Utilities,,,8633.0,,,,,,,,Online,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/13/2026,,Food,,,14209.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/16/2026,,Entertainment,,,12903.0,,,,,,,,Card,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/17/2026,,Health,,,11915.0,,,,,,,,Cash,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/17/2026,,Transport,,,8565.0,,,,,,,,Card,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/17/2026,,Entertainment,,,4133.0,,,,,,,,Cash,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/17/2026,,Shopping,,,9838.0,,,,,,,,Cash,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/17/2026,,Food,,,10953.0,,,,,,,,Card,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/18/2026,,Health,,,9866.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/20/2026,,Rent,,,13874.0,,,,,,,,Card,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/20/2026,,Entertainment,,,6744.0,,,,,,,,Online,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/22/2026,,Transport,,,8941.0,,,,,,,,Cash,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/23/2026,,Rent,,,14726.0,,,,,,,,Card,January,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/23/2026,,Health,,,582.0,,,,,,,,Cash,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/24/2026,,Utilities,,,10305.0,,,,,,,,Cash,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/24/2026,,Food,,,6199.0,,,,,,,,Cash,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/31/2026,,Food,,,12747.0,,,,,,,,Online,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/31/2026,,Utilities,,,10089.0,,,,,,,,Card,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,7/31/2026,,Shopping,,,6981.0,,,,,,,,Online,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/3/2026,,Food,,,9020.0,,,,,,,,Card,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/3/2026,,Transport,,,8327.0,,,,,,,,Cash,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/5/2026,,Rent,,,4982.0,,,,,,,,Online,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/8/2026,,Entertainment,,,1842.0,,,,,,,,Card,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/9/2026,,Health,,,12255.0,,,,,,,,Cash,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/10/2026,,Entertainment,,,8576.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/10/2026,,Food,,,6254.0,,,,,,,,Online,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/10/2026,,Transport,,,14310.0,,,,,,,,Cash,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/11/2026,,Food,,,11471.0,,,,,,,,Card,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/12/2026,,Rent,,,5209.0,,,,,,,,Card,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/12/2026,,Food,,,121.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/13/2026,,Food,,,7590.0,,,,,,,,Card,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/13/2026,,Food,,,1489.0,,,,,,,,Card,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/14/2026,,Food,,,9731.0,,,,,,,,Online,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/14/2026,,Transport,,,5205.0,,,,,,,,Card,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/15/2026,,Food,,,5226.0,,,,,,,,Cash,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/15/2026,,Rent,,,12695.0,,,,,,,,Card,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/15/2026,,Food,,,13431.0,,,,,,,,Card,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/15/2026,,Shopping,,,14164.0,,,,,,,,Cash,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/15/2026,,Transport,,,11845.0,,,,,,,,Online,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/15/2026,,Food,,,11679.0,,,,,,,,Online,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/16/2026,,Food,,,11066.0,,,,,,,,Cash,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/16/2026,,Entertainment,,,12220.0,,,,,,,,Card,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/17/2026,,Rent,,,4880.0,,,,,,,,Card,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/18/2026,,Rent,,,1236.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/19/2026,,Shopping,,,13142.0,,,,,,,,Card,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/20/2026,,Transport,,,7573.0,,,,,,,,Cash,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/20/2026,,Rent,,,5563.0,,,,,,,,Card,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/25/2026,,Transport,,,11338.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/25/2026,,Rent,,,10533.0,,,,,,,,Cash,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/27/2026,,Food,,,5550.0,,,,,,,,Cash,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/28/2026,,Utilities,,,172.0,,,,,,,,Cash,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/29/2026,,Shopping,,,4699.0,,,,,,,,Card,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/29/2026,,Health,,,1904.0,,,,,,,,Cash,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/30/2026,,Shopping,,,3456.0,,,,,,,,Cash,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/30/2026,,Health,,,13060.0,,,,,,,,Cash,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,8/31/2026,,Transport,,,7695.0,,,,,,,,Online,June,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/1/2026,,Utilities,,,13361.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/2/2026,,Health,,,2836.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/4/2026,,Transport,,,11307.0,,,,,,,,Cash,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/7/2026,,Health,,,8695.0,,,,,,,,Cash,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/8/2026,,Health,,,3046.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/9/2026,,Entertainment,,,11071.0,,,,,,,,Card,May,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/12/2026,,Entertainment,,,13679.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/13/2026,,Transport,,,11409.0,,,,,,,,Card,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/14/2026,,Shopping,,,9859.0,,,,,,,,Online,March,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/14/2026,,Utilities,,,3172.0,,,,,,,,Cash,February,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/16/2026,,Health,,,3596.0,,,,,,,,Cash,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/18/2026,,Transport,,,14094.0,,,,,,,,Cash,July,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/19/2026,,Entertainment,,,10931.0,,,,,,,,Cash,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/19/2026,,Rent,,,258.0,,,,,,,,Cash,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/22/2026,,Health,,,10003.0,,,,,,,,Card,October,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/22/2026,,Entertainment,,,9007.0,,,,,,,,Card,November,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/23/2026,,Utilities,,,10101.0,,,,,,,,Online,September,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/23/2026,,Food,,,6738.0,,,,,,,,Card,April,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/25/2026,,Food,,,7217.0,,,,,,,,Cash,August,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/personal_expense_dataset.csv,9/25/2026,,Utilities,,,2840.0,,,,,,,,Online,December,,,,,,,,,,,,
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,1/1/2011,50.0,20.0,30.0,123800.0,41700.0,82100.0,Saturday,H,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,1/1/2011,253.0,67.0,186.0,767900.0,270900.0,497000.0,Saturday,C,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,1/1/2011,98.0,56.0,42.0,503400.0,347700.0,155700.0,Saturday,C,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,1/1/2011,265.0,159.0,106.0,945300.0,532600.0,412700.0,Saturday,C,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,1/1/2011,74.0,25.0,49.0,287700.0,148200.0,139500.0,Saturday,C,H,WHH
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,2/1/2011,17.0,5.0,12.0,52800.0,20900.0,31900.0,Sunday,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,2/1/2011,194.0,50.0,144.0,529300.0,171700.0,357600.0,Sunday,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,2/1/2011,67.0,53.0,14.0,268600.0,213300.0,55300.0,Sunday,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,2/1/2011,260.0,155.0,105.0,809400.0,456200.0,353200.0,Sunday,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,2/1/2011,80.0,24.0,56.0,300000.0,95600.0,204400.0,Sunday,NH,H,HHW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,3/1/2011,24.0,21.0,3.0,88100.0,77100.0,11000.0,Monday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,3/1/2011,246.0,115.0,131.0,897100.0,462600.0,434500.0,Monday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,3/1/2011,109.0,90.0,19.0,603900.0,501800.0,102100.0,Monday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,3/1/2011,309.0,232.0,77.0,1333100.0,1010600.0,322500.0,Monday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,3/1/2011,108.0,46.0,62.0,522800.0,210900.0,311900.0,Monday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,4/1/2011,34.0,12.0,22.0,101600.0,51200.0,50400.0,Tuesday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,4/1/2011,246.0,96.0,150.0,826000.0,374200.0,451800.0,Tuesday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,4/1/2011,113.0,80.0,33.0,541600.0,418400.0,123200.0,Tuesday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,4/1/2011,225.0,175.0,50.0,999400.0,798800.0,200600.0,Tuesday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,4/1/2011,143.0,41.0,102.0,737400.0,238000.0,499400.0,Tuesday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,5/1/2011,30.0,14.0,16.0,98000.0,52700.0,45300.0,Wednesday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,5/1/2011,211.0,107.0,104.0,754400.0,437800.0,316600.0,Wednesday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,5/1/2011,100.0,70.0,30.0,530000.0,424400.0,105600.0,Wednesday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,5/1/2011,255.0,209.0,46.0,959200.0,806500.0,152700.0,Wednesday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,5/1/2011,95.0,41.0,54.0,387300.0,213600.0,173700.0,Wednesday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,6/1/2011,29.0,16.0,13.0,85900.0,54400.0,31500.0,Thursday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,6/1/2011,213.0,89.0,124.0,834200.0,355700.0,478500.0,Thursday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,6/1/2011,96.0,73.0,23.0,434500.0,359200.0,75300.0,Thursday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,6/1/2011,211.0,176.0,35.0,820700.0,702900.0,117800.0,Thursday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,6/1/2011,116.0,50.0,66.0,430500.0,168700.0,261800.0,Thursday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,7/1/2011,23.0,13.0,10.0,76500.0,50600.0,25900.0,Friday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Mount Road ATM,7/1/2011,172.0,99.0,73.0,575300.0,427300.0,148000.0,Friday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Airport ATM,7/1/2011,85.0,64.0,21.0,334800.0,248400.0,86400.0,Friday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,KK Nagar ATM,7/1/2011,205.0,175.0,30.0,833500.0,706900.0,126600.0,Friday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Christ College ATM,7/1/2011,85.0,46.0,39.0,345800.0,212300.0,133500.0,Friday,NH,W,WWW
,,,,,,,,,,,,Dataset/AggregatedData.csv,,,,,,,,,,,,,,,,Big Street ATM,8/1/2011,37.0,17.0,20.0,128600.0,54200.0,74400.0,Saturday,NH,H,WHH
